1297	4724
4702	1276
4703	1277
4703	1009343
4704	16492
4704	1839618
4705	1280
4706	355041
4707	1282
4707	1415809
4708	1283
4709	1284
4709	52115
4709	53489
4709	593653
4709	593670
4709	1009347
4709	2462570
4710	349064
4711	1286
4711	436541
4711	1009345
4712	1287
4713	1288
4713	36019
4714	1289
4715	1290
4716	1291
4716	1009353
4717	1292
4717	1009352
4718	328546
4720	1294
4726	1299
4726	1009351
4727	1300
4727	915342
4728	1301
4728	1009350
4729	1302
4729	1009349
4729	7197808
4730	1303
4730	1009348
4731	1304
4732	1305
4733	1306
4734	20391
4734	433745
4734	506446
4734	1871641
4735	1308
4736	1309
4736	895924
4736	1009357
4737	1310
4737	1009356
4738	1311
4739	1312
4739	241077
4739	1174876
4739	2247573
4740	1313
4741	1314
4742	1315
4743	1316
4744	1317
4745	1318
4745	8183766
4746	1320
4746	4876852
4747	1322
4747	8307683
4748	1323
4749	1324
4749	1188355
4749	2505024
4750	1325
4750	1148746
4751	1326
4751	322153
4751	373216
4752	1327
4753	1328
4754	1329
4754	786811
4754	1182334
4754	3734924
4755	1330
4755	2249134
4757	1332
4758	1333
4759	1334
4759	270147
4760	1335
4760	1587013
4761	1336
4762	1337
4763	1338
4763	1586987
4764	1339
4764	1023661
4764	1023662
4765	1340
4765	786810
4765	1473574
4766	1341
4767	1343
4768	1344
4769	1345
4770	1346
4771	1347
4772	1348
4773	1349
4774	1350
4775	1352
4776	1353
4777	1354
4778	1355
4779	1356
4779	502319
4780	1357
4780	8175240
4781	1358
4782	1359
4782	1008955
4783	1360
4784	1361
4785	1363
4786	1364
4787	1366
4788	1367
4789	1368
4790	1369
4791	1370
4792	7768144
4793	1372
4794	1373
4795	1374
4796	1375
4797	1376
4798	1377
4799	1379
4799	1897793
4800	1380
4800	1467398
4801	1382
4802	1383
4803	1384
4804	1385
4804	7492662
4805	1386
4806	1387
4807	1388
4808	1389
4809	1390
4810	1391
4811	1392
4812	1393
4813	1394
4814	1395
4815	1396
4816	1397
4817	1398
4818	1399
4819	1400
4820	1401
4820	1277691
4821	1402
4821	3591700
4822	1403
4822	895939
4822	5807524
4822	7789179
4823	1404
4824	375822
4824	2254558
4825	1407
4826	1408
4826	17241
4826	2669788
4827	1409
4828	1410
4829	1411
4830	473877
4831	1413
4832	1414
4833	1415
4834	5261297
4835	1417
4835	410531
4836	1418
4837	1419
4838	1420
4839	1421
4839	276369
4840	1422
4841	1423
4841	2209788
4841	2253735
4842	1424
4843	1425
4844	1426
4844	416890
4845	1427
4846	1428
4847	1429
4848	1431
4848	416891
4849	1432
4849	2764309
4850	1433
4851	1434
4852	1435
4853	1436
4853	1396179
4854	1437
4855	1438
4856	1439
4857	1440
4858	1442
4860	1443
4861	1444
4862	1445
4863	1446
4864	1447
4865	1448
4866	1449
4866	416892
4867	1450
4867	1412446
4868	1451
4869	1452
4870	1453
4870	276471
4871	1454
4871	2735714
4872	1455
4873	1456
4875	1458
4876	1459
4877	1460
4878	1461
4879	1462
4879	894773
4880	1463
4881	1464
4882	1465
4882	1212557
4883	1466
4884	1467
4885	1468
4886	1469
4886	416893
4887	1470
4888	1471
4888	351723
4888	1422481
4889	1472
4889	1422476
4890	1473
4891	1474
4892	1475
4893	1478
4894	1480
4895	1481
4896	1482
4896	1069888
4897	1483
4898	1484
4899	1485
4900	1486
4901	1487
4902	1488
4903	1489
4904	1491
4905	1496
4906	1497
4907	1498
4907	393061
4910	1501
4911	1502
4912	1503
4913	1504
4913	25196
4914	1505
4915	1506
4916	1507
4917	1508
4917	1079129
4920	1509
4921	1510
4922	1511
4923	1512
4924	1513
4925	1514
4926	1515
4927	1516
4928	1517
4929	1518
4929	508289
4930	1519
4931	1520
4932	1521
4933	1522
4933	512945
4934	1523
4935	1524
4935	1396342
4936	1525
4937	1526
4937	1396362
4938	1527
4939	1528
4940	1529
4940	446085
4942	1531
4943	1532
4944	1533
4945	1535
4946	1536
4947	1537
4948	1538
4948	731366
4949	1539
4950	1540
4950	380740
4951	1541
4952	1542
4953	1543
4954	1544
4955	72637
4956	73242
4956	622183
4957	1547
4957	915345
4957	915346
4957	7198644
4959	1549
4960	1551
4960	967871
4960	2292668
4961	1553
4962	1554
4963	1555
4964	505774
4965	1557
4965	2218081
4966	1558
4967	1559
4968	1560
4969	1561
4970	1563
4971	1564
4971	374827
4971	534970
4971	1876041
4971	2057650
4972	1565
4972	1235191
4973	1567
4974	1568
4974	42034
4975	1569
4976	1570
4977	1573
4978	1574
4979	1575
4979	1183217
4981	1577
4981	51870
4982	1578
4983	1579
4984	1580
4985	1581
4986	1582
4987	1583
4988	1584
4989	1585
4990	1586
4991	1587
4991	599187
4991	915347
4993	1589
4993	73822
4994	1590
4995	1591
4995	73968
4996	1592
5000	1594
5001	1595
5001	1230717
5002	1596
5003	1597
5004	1598
5005	1599
5006	1600
5007	1601
5008	1602
5009	1603
5010	1604
5011	1605
5011	1230703
5012	1606
5013	1607
5014	1608
5015	1609
5015	2065607
5015	2065609
5016	1610
5016	1230706
5017	1611
5018	1612
5019	1613
5021	1615
5022	1616
5022	73381
5023	1617
5024	1618
5024	1396333
5025	1619
5025	910832
5026	1620
5026	3188190
5027	1621
5028	1622
5029	1623
5030	1625
5031	1626
5032	1627
5033	5261296
5034	1629
5035	1630
5036	1631
5037	1632
5038	1633
5039	1634
5040	1635
5041	1636
5042	1637
5043	1638
5044	1639
5045	1641
5046	1642
5046	470201
5047	1643
5048	1644
5048	282413
5049	1645
5050	1646
5050	758904
5051	1650
5052	1647
5052	2765411
5052	2765412
5053	1648
5053	899087
5053	899088
5054	1649
5055	1651
5056	1652
5057	1653
5058	1654
5059	24596
5059	428402
5060	17150
5060	370703
5061	70623
5061	408293
5062	1658
5063	1659
5063	321324
5063	7197342
5064	1660
5065	1662
5065	568302
5066	1663
5067	1664
5069	1666
5070	257058
5070	436281
5071	1668
5072	1669
5073	1670
5074	1671
5075	25534
5075	27641
5076	1673
5077	1674
5078	436243
5079	1676
5080	1677
5081	1678
5082	1679
5083	1680
5084	1682
5085	1683
5086	1684
5087	1685
5088	1686
5089	1687
5090	1688
5091	1681
5092	1689
5092	694423
5092	2561555
5092	6704018
5093	1690
5093	2238072
5093	2249627
5094	471785
5094	5077168
5095	304317
5095	1130045
5095	2869993
5096	1693
5097	1800
5098	1694
5099	1696
5100	1698
5101	1699
5101	757365
5102	1700
5103	1701
5104	1702
5105	1703
5106	1704
5107	1705
5108	1706
5109	1707
5109	3259252
5111	1709
5112	1710
5112	21098
5112	21103
5112	462578
5113	1711
5114	1712
5114	280125
5114	456425
5115	1713
5115	693478
5115	1582614
5116	1714
5117	1715
5117	2658103
5117	2785958
5118	1716
5119	1717
5120	1718
5120	2245027
5121	1719
5121	276955
5121	462882
5121	925077
5122	1720
5123	1721
5124	1722
5125	1723
5126	1724
5127	1725
5128	1726
5129	1727
